var_type,y,y,y,y,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1275,9.5,8.4,,,False,1.0,1.0,1276.0,33.13999938964844,732.0199584960938,9.960000038146973,0.0,0.0,45.43601989746094,41.925411224365234,45.278656005859375,46.35548782348633,40.45591735839844,80.5999984741211,41.60000228881836,75.9000015258789,84.5999984741211,84.5999984741211,0.0164640005677938,0.01296769361943,0.0163098536431789,0.0172262396663427,0.0148609783500432,25.551293945312523,32.74819335937502,26.403863525390648,25.467370605468773,23.062127685546898,99.70000457763672,100.0,95.70000457763672,100.0,5.0,1.0625,0.0625,0.0625,0.125,0.125,0.3064892590045929,-1.5288794040679932,-0.9840917587280272,-0.6504589915275574,0.3012817203998565,3.958483695983887,-1.140234351158142,2.6741063594818115,5.251364707946777,3.020991086959839
1276,3.6,8.0,0.12,29.0,True,1.0,1.0,1277.0,46.959999084472656,792.2799682617188,11.4399995803833,0.0,719.3920288085938,45.320343017578125,41.47727584838867,46.28482437133789,46.35548782348633,37.60406494140625,71.5999984741211,38.10000228881836,74.9000015258789,84.5999984741211,55.10000228881836,0.0155280288308858,0.0122534399852156,0.0162029657512903,0.0172262396663427,0.0147291598841547,26.655084228515648,33.3774353027344,26.501031494140648,25.467370605468773,30.054742431640648,99.20000457763672,100.0,90.3000030517578,100.0,100.0,1.3125,0.0625,0.625,0.125,0.0,-0.2190820276737213,0.2872582972049713,-0.616198718547821,-0.6504589915275574,-3.748291015625,3.741093635559082,-0.2068066298961639,3.8225462436676025,5.251364707946777,5.64263916015625
1277,9.4,8.4,,,False,1.0,1.0,1278.0,232.83999633789065,1001.1599731445312,18.85999870300293,0.0,116.07999420166016,22.55355262756348,26.72313690185547,24.761375427246094,19.932519912719727,28.867101669311523,41.0,23.700000762939453,76.30000305175781,81.70000457763672,54.60000228881836,0.0120629128068685,0.0101593639701604,0.0177619904279708,0.0152468010783195,0.0137433763593435,31.79635009765628,38.63961181640627,27.734307861328148,23.986993408203148,29.019708251953148,3.1000001430511475,5.0,0.0,4.800000190734863,5.0,0.0,0.0,0.0,0.0,0.0,-0.8776977062225342,-5.641281604766846,-2.113539934158325,0.9078198075294496,1.6468456983566284,4.363595962524414,4.248144626617432,4.849953651428223,1.9671337604522705,4.837357044219971
1278,4.1,8.0,0.09,34.0,True,1.0,1.0,1279.0,232.83999633789065,1003.699951171875,19.059999465942383,0.0,757.072021484375,22.55355262756348,24.58773422241211,23.152023315429688,19.932519912719727,29.896493911743164,41.0,21.80000114440918,80.30000305175781,81.70000457763672,56.20000076293945,0.0120629128068685,0.0095497351139783,0.0180811956524848,0.0152468010783195,0.0169107280671596,31.79635009765628,39.06533203125002,27.171777343750023,23.986993408203148,32.1007019042969,3.1000001430511475,0.0,0.0,4.800000190734863,1.5,0.0,0.0,0.0,0.0,0.0,-0.8776977062225342,-5.5589599609375,-1.9186450242996216,0.9078198075294496,-5.296984672546387,4.363595962524414,4.070742130279541,4.092404842376709,1.9671337604522705,5.494194030761719
1279,10.6,8.3,,,False,1.0,1.0,1280.0,243.51998901367188,946.4199829101562,7.399999618530273,0.0,30.07999992370605,42.78054428100586,44.408241271972656,44.36433029174805,47.7571907043457,43.66695022583008,38.79999923706055,20.0,53.79999923706055,44.20000076293945,41.60000228881836,0.0143151124939322,0.0107910428196191,0.0175928678363561,0.0127801336348056,0.013387911953032,35.71956787109377,42.60100708007815,33.50600585937502,31.3745056152344,33.2499938964844,99.20000457763672,94.70000457763672,93.0999984741211,81.0999984741211,100.0,0.0,0.0,0.0,0.125,0.0,7.109124660491943,3.660777568817138,-0.998330056667328,2.5543248653411865,5.043132305145264,-0.1940869092941284,-1.5764062404632568,6.612851619720459,1.054101586341858,0.413825660943985
1280,3.4,8.0,0.05,32.0,True,1.0,1.0,1281.0,243.51998901367188,944.47998046875,3.0799999237060547,0.0,707.5520629882812,42.78054428100586,45.53664779663086,45.70669937133789,47.7571907043457,40.04769515991211,38.79999923706055,21.700000762939453,30.5,44.20000076293945,33.20000076293945,0.0143151124939322,0.0114836124703288,0.01200698222965,0.0127801336348056,0.0142422448843717,35.71956787109377,42.1755310058594,36.87551269531252,31.3745056152344,38.64797363281252,99.20000457763672,23.600000381469727,100.0,81.0999984741211,73.4000015258789,0.0,0.0,0.375,0.125,0.0,7.109124660491943,5.511801719665527,-1.2407934665679932,2.5543248653411865,-5.704235553741455,-0.1940869092941284,-2.136313438415528,4.301965236663818,1.054101586341858,3.8014402389526367
1281,11.7,8.2,,,False,1.0,1.0,1282.0,148.16000366210938,455.6799926757813,28.959999084472656,0.0,105.5999984741211,59.604736328125,57.8093376159668,56.09134292602539,58.96227264404297,58.33958053588867,43.400001525878906,64.4000015258789,61.60000228881836,50.5,64.4000015258789,0.0152618000283837,0.0164953246712684,0.0154240010306239,0.0147027876228094,0.0167808253318071,34.7661071777344,29.900994873046898,28.896875000000023,31.536279296875023,29.558282470703148,97.20000457763672,100.0,97.8000030517578,84.20000457763672,100.0,0.0,7.0625,0.375,1.625,0.125,7.23353385925293,8.693337440490723,4.795296669006348,2.731823682785034,4.123622894287109,-1.694799780845642,-0.3922863602638244,2.380319833755493,0.6304882764816284,-0.7895116806030273
1282,3.4,8.0,0.11,34.0,True,1.0,1.0,1283.0,148.16000366210938,145.55999755859375,21.479999542236328,0.0,715.0999755859375,59.604736328125,57.36577224731445,59.7955436706543,58.96227264404297,59.49540328979492,43.400001525878906,72.5,66.30000305175781,50.5,37.400001525878906,0.0152618000283837,0.0179828479886055,0.0175910517573356,0.0147027876228094,0.0150063261389732,34.7661071777344,28.8010192871094,29.8229919433594,31.536279296875023,37.11821899414065,97.20000457763672,74.0,100.0,84.20000457763672,100.0,0.0,8.8125,0.1875,1.625,0.0,7.23353385925293,8.575502395629883,5.235598087310791,2.731823682785034,5.488090515136719,-1.694799780845642,4.510624885559082,1.5230175256729126,0.6304882764816284,0.3734570145606994
1283,9.1,8.3,,,False,1.0,1.0,1284.0,154.7840118408203,827.1199951171875,0.6800000071525574,0.0,57.459999084472656,57.521121978759766,58.07877349853516,57.80453109741211,56.44297409057617,57.737548828125,60.10000228881836,42.10000228881836,60.900001525878906,70.5,62.60000228881836,0.01650195941329,0.0159665718674659,0.0174083020538091,0.0174455866217613,0.0167674012482166,30.544976806640648,36.14406738281252,31.2499938964844,28.697045898437523,30.0703063964844,100.0,81.4000015258789,100.0,100.0,100.0,0.0,0.0,0.3125,0.0625,0.0625,6.445859432220459,5.435786247253418,-0.8613451719284058,1.082192301750183,4.178852558135986,-2.256242513656616,-2.6593382358551025,3.022158145904541,3.2170896530151367,-0.1375878900289535
1284,3.8,8.0,0.0,36.0,True,1.0,1.0,1285.0,154.7840118408203,840.1599731445312,0.7199999690055847,0.0,287.1840209960937,57.521121978759766,56.20867538452149,55.20643615722656,56.44297409057617,57.72427368164063,60.10000228881836,43.20000076293945,55.79999923706055,70.5,53.400001525878906,0.01650195941329,0.0159966144710779,0.0165643598884344,0.0174455866217613,0.0165145453065633,30.544976806640648,35.75127563476565,31.921899414062523,28.697045898437523,32.5916687011719,100.0,63.0,97.20000457763672,100.0,100.0,0.0,0.0,0.1875,0.0625,0.125,6.445859432220459,5.759228229522705,0.2406469732522964,1.082192301750183,1.5294970273971558,-2.256242513656616,-2.714716672897339,2.1681299209594727,3.2170896530151367,0.5673852562904358
1285,9.8,8.1,,,False,1.0,1.0,1286.0,175.83999633789062,828.0799560546875,0.3400000035762787,0.0,73.4000015258789,51.60163879394531,49.79202651977539,48.8659553527832,51.23907852172852,52.12745666503906,62.70000076293945,54.70000076293945,71.5999984741211,79.5999984741211,71.5,0.0163059178739786,0.0156832244247198,0.0165202282369136,0.0168095454573631,0.0165417864918708,29.7236267089844,31.36690673828128,27.686578369140648,26.193505859375023,27.71700439453128,12.199999809265137,5.099999904632568,19.100000381469727,99.8000030517578,94.20000457763672,2.8125,0.0,0.0,2.1875,2.0625,-3.063488721847534,-5.76952600479126,-3.009267568588257,-2.463916063308716,-3.182932138442993,-0.0331249982118606,-0.2902636528015136,0.5578393340110779,0.2543920874595642,0.5308446884155273
1286,3.7,7.92,0.03,33.0,True,1.0,1.0,1287.0,175.83999633789062,831.219970703125,0.3400000035762787,0.0,618.8200073242188,51.60163879394531,48.69524002075195,47.51076889038086,51.23907852172852,53.14666748046875,62.70000076293945,54.29999923706055,71.0999984741211,79.5999984741211,63.5,0.0163059178739786,0.0155977020040154,0.0162403564900159,0.0168095454573631,0.0159970577806234,29.7236267089844,31.3676696777344,27.527246093750023,26.193505859375023,29.124139404296898,12.199999809265137,5.0,6.0,99.8000030517578,100.0,2.8125,0.0,0.0,2.1875,0.1875,-3.063488721847534,-5.6154465675354,-2.748063802719116,-2.463916063308716,-4.918513298034668,-0.0331249982118606,-0.2131616175174713,0.7610937356948853,0.2543920874595642,-0.7642016410827637
1287,8.4,8.12,,,False,1.0,1.0,1288.0,26.959999084472656,681.739990234375,0.0999999940395355,0.0,8.460000038146973,61.93252944946289,48.61498641967773,42.8173942565918,60.35793685913086,46.38613510131836,88.5999984741211,70.9000015258789,82.20000457763672,94.20000457763672,79.9000015258789,0.0176471471786499,0.0166928973048925,0.0158135406672954,0.0173632055521011,0.0160873141139745,25.203179931640648,27.943048095703148,24.60811767578128,23.886743164062523,25.340875244140648,100.0,39.400001525878906,84.20000457763672,99.70000457763672,100.0,7.125,0.9375,0.0,8.5,0.0,-2.385019540786743,-5.487253189086914,-2.7950634956359863,-1.1526098251342771,-2.7604761123657227,-2.15835189819336,-3.6592161655426025,-2.282113075256348,-1.745705485343933,-3.706276655197144
1288,3.9,8.12,0.12,31.0,True,1.0,1.0,1289.0,26.959999084472656,697.260009765625,0.0799999982118606,0.0,425.239990234375,61.93252944946289,46.41619110107422,40.22901153564453,60.35793685913086,48.1503791809082,88.5999984741211,70.0999984741211,83.9000015258789,94.20000457763672,82.5999984741211,0.0176471471786499,0.0166105348616838,0.0159978866577148,0.0173632055521011,0.0168304238468408,25.203179931640648,28.069635009765648,24.46334228515628,23.886743164062523,25.504510498046898,100.0,26.80000114440918,5.0,99.70000457763672,100.0,7.125,0.5625,0.0,8.5,1.4375,-2.385019540786743,-5.176350116729736,-2.458791494369507,-1.1526098251342771,-3.6043896675109854,-2.15835189819336,-3.745583295822144,-2.1639599800109863,-1.745705485343933,-5.746120452880859
1289,8.6,8.31,,,False,1.0,1.0,1290.0,74.26000213623047,570.5,0.9199999570846558,0.0,20.100000381469727,29.28544044494629,22.392263412475582,18.869659423828125,31.11893081665039,25.03754615783692,73.80000305175781,59.29999923706055,80.80000305175781,85.5,85.5999984741211,0.0147353988140821,0.0134504428133368,0.0132486894726753,0.0146958176046609,0.0135366087779402,25.3332458496094,27.395928955078148,22.053277587890648,22.829156494140648,21.47359619140628,95.5,5.0,0.0,5.900000095367432,87.5,0.0,0.0,0.0,0.0,0.0,-0.967315673828125,-3.503687620162964,-2.090522527694702,-1.7838720083236694,1.5292505025863647,-2.526564836502075,-3.678369045257568,-1.0325536727905271,-2.007192373275757,-0.775439441204071
1290,4.1,8.14,0.17,26.0,True,1.0,1.0,1291.0,74.26000213623047,461.0199890136719,0.8999999761581421,0.0,572.0399780273438,29.28544044494629,23.860092163085938,19.8897705078125,31.11893081665039,23.397279739379883,73.80000305175781,62.400001525878906,82.80000305175781,85.5,60.29999923706055,0.0147353988140821,0.014017223380506,0.0136961797252297,0.0146958176046609,0.0130865415558218,25.3332458496094,27.224542236328148,22.206201171875023,22.829156494140648,26.6245056152344,95.5,5.700000286102295,0.0,5.900000095367432,0.0,0.0,0.0,0.0,0.0,0.0,-0.967315673828125,-3.401963949203491,-1.754702091217041,-1.7838720083236694,-3.326547861099243,-2.526564836502075,-3.5021190643310547,-0.9354076981544496,-2.007192373275757,-1.0994067192077637
1291,8.8,8.32,0.17,26.0,False,1.0,1.0,1292.0,102.0999984741211,858.3200073242188,6.779999732971191,0.0,22.34000015258789,26.07049560546875,22.914819717407227,26.38475227355957,25.127016067504883,19.159448623657227,70.5,52.5,75.5,83.20000457763672,78.4000015258789,0.0144885964691638,0.0127438940107822,0.0133753595873713,0.0138412602245807,0.0131168002262711,25.840509033203148,28.593377685546898,23.35103759765628,22.283074951171898,22.3979431152344,17.200000762939453,94.0999984741211,5.0,72.0,6.0,0.0625,0.0,0.0,0.0625,0.0,-2.0826072692871094,-5.283193111419678,-2.9664671421051025,-1.4996899366378784,-0.3333349525928497,-1.5608984231948853,-0.0796020478010177,0.6957030892372131,0.3732812404632568,0.1022167950868606
1292,3.3,8.12,0.21,26.0,True,1.0,1.0,1293.0,102.0999984741211,858.7999877929688,6.779999732971191,0.0,750.3599853515625,26.07049560546875,22.99032020568848,23.44212913513184,25.127016067504883,15.626802444458008,70.5,53.20000076293945,77.30000305175781,83.20000457763672,52.70000076293945,0.0144885964691638,0.0128021370619535,0.0133574400097131,0.0138412602245807,0.0111590400338172,25.840509033203148,28.448114013671898,22.93135986328128,22.283074951171898,26.245507812500023,17.200000762939453,20.39999961853028,69.0999984741211,72.0,5.0,0.0625,0.0,0.0,0.0625,0.0,-2.0826072692871094,-5.242660999298096,-3.008342266082764,-1.4996899366378784,-4.687655925750732,-1.5608984231948853,-0.034497071057558,0.2351538091897964,0.3732812404632568,-1.0153759717941284
1293,8.7,8.35,0.21,26.0,False,1.0,1.0,1294.0,126.31999969482422,924.2999877929688,12.880000114440918,0.0,0.0,36.3151741027832,33.31380081176758,30.59154891967773,37.41355514526367,29.92055892944336,68.5999984741211,52.79999923706055,77.0999984741211,82.5,83.30000305175781,0.0158179774880409,0.0144211538136005,0.0151525195688009,0.0156628265976905,0.0146342394873499,27.663873291015648,30.529107666015648,24.973687744140648,24.372583007812523,23.132135009765648,28.200000762939453,0.0,0.0,14.199999809265137,29.200000762939453,0.0,0.0,0.0,0.0,0.0,-1.7424389123916626,-6.294079303741455,-3.16766095161438,-1.030284404754639,-1.4663598537445068,3.865820169448853,2.636137723922729,1.93719482421875,3.130222082138061,1.6473631858825684
1294,3.6,8.19,0.34,28.0,True,1.0,1.0,1295.0,126.31999969482422,925.1399536132812,12.859999656677246,0.0,811.008056640625,36.3151741027832,32.15656661987305,29.343311309814453,37.41355514526367,22.376615524291992,68.5999984741211,53.60000228881836,75.0,82.5,58.29999923706055,0.0158179774880409,0.0145016396418213,0.0149964578449726,0.0156628265976905,0.0141305597499012,27.663873291015648,30.370935058593773,25.256738281250023,24.372583007812523,28.4899841308594,28.200000762939453,0.0,0.0,14.199999809265137,5.0,0.0,0.0,0.0,0.0,0.0,-1.7424389123916626,-6.368503093719482,-3.461646556854248,-1.030284404754639,-5.771503925323486,3.865820169448853,2.387885570526123,1.47201406955719,3.130222082138061,1.7885791063308716
1295,9.2,8.42,0.34,28.0,False,1.0,1.0,1296.0,188.0399932861328,995.219970703125,17.239999771118164,0.0,4.659999847412109,23.875518798828125,23.977691650390625,24.13921356201172,25.42662048339844,26.832489013671875,54.900001525878906,29.89999961853028,73.0,83.0999984741211,82.9000015258789,0.0136902397498488,0.0099948374554514,0.0145387714728713,0.0149140851572155,0.0134471273049712,28.942254638671898,34.14873657226565,25.2172790527344,23.436364746093773,21.8801208496094,1.7000000476837158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5582445859909058,-5.671061992645264,-2.108264207839966,-0.4869482219219208,-0.672924816608429,4.939899921417236,4.442409515380859,2.350580930709839,3.2958691120147705,2.419079542160034
1296,4.0,8.29,0.28,29.0,True,1.0,1.0,1297.0,188.0399932861328,995.0,17.139999389648438,0.0,858.56005859375,23.875518798828125,24.353487014770508,26.07685279846192,25.42662048339844,22.734485626220703,54.900001525878906,32.900001525878906,74.5999984741211,83.0999984741211,37.5,0.0136902397498488,0.0106922145932912,0.0149012263864278,0.0149140851572155,0.0111157810315489,28.942254638671898,33.7499938964844,25.2499938964844,23.436364746093773,32.0491882324219,1.7000000476837158,0.9000000357627869,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,-1.5582445859909058,-5.831340312957764,-2.1357007026672363,-0.4869482219219208,-5.177119255065918,4.939899921417236,4.286088943481445,1.7850292921066284,3.2958691120147705,3.4894261360168457
1297,10.7,8.46,0.28,29.0,False,1.0,1.0,1298.0,119.87999725341795,797.2799682617188,0.6200000047683716,0.0,34.0,18.439910888671875,16.940568923950195,14.84177017211914,18.29157066345215,17.6058292388916,62.400001525878906,57.400001525878906,50.400001525878906,56.10000228881836,56.400001525878906,0.0110591677948832,0.0108307609334588,0.009673710912466,0.0104171419516205,0.0100150760263204,23.39376220703128,24.3037048339844,24.644067382812523,24.08931884765628,23.407373046875023,100.0,5.0,0.0,83.0999984741211,5.0,0.0,0.0,0.0,0.0,0.0,1.7112475633621216,-1.973837852478028,-2.2883105278015137,0.3887866139411926,1.1408251523971558,-2.2686450481414795,-1.549841284751892,-0.365668922662735,-0.9645947217941284,0.590258777141571
1298,4.6,7.78,0.0,52.0,True,3.0,1.0,1299.0,119.87999725341795,796.219970703125,0.6200000047683716,0.0,660.7999877929688,18.439910888671875,17.930675506591797,16.234161376953125,18.29157066345215,18.40457534790039,62.400001525878906,60.29999923706055,56.900001525878906,56.10000228881836,51.60000228881836,0.0110591677948832,0.0114536816254258,0.0110181653872132,0.0104171419516205,0.0101172206923365,23.39376220703128,24.433770751953148,24.770379638671898,24.08931884765628,24.95894775390628,100.0,5.0,0.0,83.0999984741211,5.0,0.0,0.0,0.0,0.0,0.0,1.7112475633621216,-1.920454025268555,-2.501884698867798,0.3887866139411926,-2.052075147628784,-2.2686450481414795,-0.292041003704071,0.019140625372529,-0.9645947217941284,0.7327538728713989
1299,8.55,8.29,,52.0,False,3.0,1.0,1300.0,106.91999816894533,795.7799682617188,1.7599999904632568,0.0,0.0,22.68618965148925,25.289167404174805,22.34506607055664,25.12811279296875,21.509017944335938,64.80000305175781,70.0,68.20000457763672,69.20000457763672,65.20000457763672,0.012739660218358,0.0137867135927081,0.0133498460054397,0.013385591097176,0.0124800000339746,25.073266601562523,25.082177734375023,25.005548095703148,24.7849060058594,24.625787353515648,5.300000190734863,100.0,3.700000047683716,49.20000076293945,4.300000190734863,0.0,0.0625,0.0,0.0,0.0,-3.112016439437866,-3.657238721847534,-4.821542739868164,-3.41455078125,-3.176262140274048,-3.30792236328125,-3.925666332244873,-2.175773859024048,-2.197888135910034,-1.3042089939117432
1300,6.9,7.61,,40.0,True,3.0,1.0,1301.0,106.91999816894533,782.5399780273438,1.7599999904632568,0.0,673.97998046875,22.68618965148925,24.84709358215332,22.5683650970459,25.12811279296875,21.689393997192383,64.80000305175781,69.80000305175781,67.70000457763672,69.20000457763672,64.0999984741211,0.012739660218358,0.0138091091066598,0.0133737660944461,0.013385591097176,0.0128145264461636,25.073266601562523,25.14107666015628,25.13692626953128,24.7849060058594,25.292047119140648,5.300000190734863,100.0,5.099999904632568,49.20000076293945,21.600000381469727,0.0,0.0625,0.0,0.0,0.0,-3.112016439437866,-3.6954734325408936,-5.436225414276123,-3.41455078125,-3.827624320983887,-3.30792236328125,-4.2621750831604,-1.5273559093475342,-2.197888135910034,-2.519028186798096
1301,9.2,7.77,,40.0,False,3.0,1.0,1302.0,103.0999984741211,841.3800048828125,4.739999771118164,0.0,23.939998626708984,23.63578987121582,24.131851196289062,29.576534271240234,24.55646514892578,24.499755859375,73.9000015258789,71.20000457763672,73.20000457763672,68.9000015258789,79.30000305175781,0.0141421975567936,0.0144794164225459,0.0152883203700184,0.013392923399806,0.015372390858829,24.582788085937523,25.530633544921898,26.011834716796898,24.824365234375023,24.7436462402344,23.200000762939453,76.5,5.0,5.0,30.100000381469727,0.0,0.0,0.0,0.0,0.0,0.9468359351158142,-2.8064281940460205,-5.514121055603027,-0.0938183590769767,1.243278741836548,5.033154010772705,3.909621477127075,4.025961875915527,3.954821586608887,5.686225414276123
1302,4.6,8.32,0.0,42.0,True,3.0,1.0,1303.0,103.0999984741211,840.8999633789062,4.71999979019165,0.0,714.4599609375,23.63578987121582,24.51557350158692,29.754199981689453,24.55646514892578,24.648412704467773,73.9000015258789,70.5999984741211,74.20000457763672,68.9000015258789,75.5999984741211,0.0141421975567936,0.014431451447308,0.015418766066432,0.013392923399806,0.0158089399337768,24.582788085937523,25.625360107421898,25.919519042968773,24.824365234375023,25.932214355468773,23.200000762939453,36.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9468359351158142,-2.565969228744507,-5.697163105010986,-0.0938183590769767,-3.734777688980103,5.033154010772705,4.011242389678955,4.136423110961914,3.954821586608887,2.6556053161621094
1303,10.9,8.48,,42.0,False,3.0,1.0,1304.0,109.6199951171875,884.199951171875,7.899999618530273,0.0,0.0,20.68198776245117,18.40485572814941,17.50069236755371,18.972043991088867,19.54338836669922,58.10000228881836,58.79999923706055,59.60000228881836,57.400001525878906,63.60000228881836,0.0117055308073759,0.0120801012963056,0.0123357186093926,0.0114712659269571,0.0126362890005111,25.4431091308594,25.716729736328148,25.869317626953148,25.233209228515648,25.1594177246094,21.80000114440918,0.9000000357627869,24.600000381469727,6.099999904632568,0.0,0.0,0.0,0.0,0.0,0.0,-1.2593554258346558,-2.871667623519897,-3.9056336879730233,-1.0078442096710205,-1.9179394245147705,2.409960985183716,3.0029358863830566,2.520428419113159,2.339641094207764,5.91723108291626
1304,4.3,8.43,0.0,36.0,True,3.0,1.0,1305.0,109.6199951171875,884.4199829101562,7.859999656677246,0.0,667.760009765625,20.68198776245117,18.52027702331543,17.876338958740234,18.972043991088867,20.58246803283692,58.10000228881836,59.900001525878906,61.10000228881836,57.400001525878906,63.70000076293945,0.0117055308073759,0.0122637897729873,0.0125110587105154,0.0114712659269571,0.0131753450259566,25.4431091308594,25.671411132812523,25.679315185546898,25.233209228515648,25.812890625000023,21.80000114440918,5.0,54.10000228881836,6.099999904632568,99.70000457763672,0.0,0.0,0.0,0.0,0.0,-1.2593554258346558,-3.003485202789306,-3.9401490688323975,-1.0078442096710205,-3.8812255859375,2.409960985183716,3.3337769508361816,2.220245361328125,2.339641094207764,5.386093616485596
1305,8.15,7.92,,36.0,False,3.0,1.0,1306.0,118.5,841.7799682617188,10.9399995803833,0.0,32.68000030517578,30.58138656616211,29.91579246520996,26.680397033691406,29.92493438720703,30.73457717895508,62.79999923706055,63.400001525878906,65.5999984741211,64.5999984741211,67.9000015258789,0.0128360111266374,0.0132137760519981,0.013672886416316,0.0129720512777566,0.014156799763441,25.62593994140628,25.905389404296898,25.92916259765628,25.2560974121094,25.951806640625023,5.0,6.599999904632568,43.70000076293945,94.70000457763672,5.0,0.0,0.0,0.0,0.0,0.0,-2.9441356658935547,-3.731159687042236,-4.275685787200928,-4.147736549377441,-4.026506423950195,1.8835595846176147,0.0034912107512354,0.0209619142115116,2.691154718399048,2.6131274700164795
1306,4.4,7.98,0.0,29.0,True,3.0,1.0,1307.0,118.5,807.2799682617188,10.960000038146973,0.0,679.8999633789062,30.58138656616211,29.572471618652344,26.4702377319336,29.92493438720703,27.751352310180664,62.79999923706055,63.29999923706055,66.0999984741211,64.5999984741211,69.5999984741211,0.0128360111266374,0.0131318625062704,0.0136619508266448,0.0129720512777566,0.0148481102660298,25.62593994140628,25.824304199218773,25.815545654296898,25.2560974121094,26.311883544921898,5.0,5.0,33.400001525878906,94.70000457763672,93.5999984741211,0.0,0.0,0.0,0.0,0.0,-2.9441356658935547,-3.329299211502075,-3.4094481468200684,-4.147736549377441,-5.113456726074219,1.8835595846176147,-0.5685107111930847,-0.364184558391571,2.691154718399048,0.5406225323677063
1307,9.75,8.02,,29.0,False,3.0,1.0,1308.0,149.16000366210938,952.4599609375,14.199999809265137,0.0,52.79999923706055,32.966434478759766,31.09426498413086,28.78688621520996,34.06410598754883,29.36710929870605,67.20000457763672,64.80000305175781,67.0999984741211,66.5,68.5999984741211,0.014371589757502,0.0144867962226271,0.0151055241003632,0.0146081913262605,0.0150442514568567,26.450006103515648,27.132165527343773,27.297723388671898,26.882196044921898,26.7873474121094,5.0,4.700000286102295,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8772094249725342,-3.787995576858521,-3.4125683307647705,-0.2966772317886352,-1.663190841674805,1.4068334102630615,-0.5692895650863647,3.302995443344116,5.142216682434082,4.207094669342041
1308,3.3,8.02,0.0,23.0,True,3.0,1.0,1309.0,149.16000366210938,953.5799560546876,14.239999771118164,0.0,734.2799682617188,32.966434478759766,30.17742156982422,27.83651161193848,34.06410598754883,25.248973846435547,67.20000457763672,64.9000015258789,67.0999984741211,66.5,66.4000015258789,0.014371589757502,0.014557366259396,0.0151244234293699,0.0146081913262605,0.0149649633094668,26.450006103515648,27.198083496093773,27.2499938964844,26.882196044921898,27.2722106933594,5.0,0.0,4.900000095367432,5.0,5.0,0.0,0.0,0.0,0.0,0.0,-0.8772094249725342,-3.911015510559082,-3.538290977478028,-0.2966772317886352,-3.539626359939575,1.4068334102630615,-0.7827538847923279,3.701196193695069,5.142216682434082,1.97082269191742
1309,8.8,8.1,,22.5,False,3.0,1.0,1310.0,113.05999755859376,957.3800048828124,14.799999237060549,0.0,67.97999572753906,42.19234848022461,41.79235076904297,42.15468978881836,39.440574645996094,42.79525375366211,80.5999984741211,82.5,87.80000305175781,85.0999984741211,72.0,0.0181706342846155,0.0192489922046661,0.020486494526267,0.0189822688698768,0.0170107260346412,27.243554687500023,27.74044189453128,27.722558593750023,26.986383056640648,28.00875244140628,8.600000381469727,100.0,89.70000457763672,5.099999904632568,5.0,0.0,0.0,0.0,0.0,0.0,0.8782616853713989,-6.080949783325195,-4.127734184265137,0.4111377000808716,2.5877685546875,3.5754613876342773,3.073808431625366,5.219184398651123,7.043383598327637,0.2096069306135177
1310,3.95,8.19,0.02,26.0,True,3.0,1.0,1311.0,113.05999755859376,956.0999755859376,14.920000076293944,0.0,735.0799560546875,42.19234848022461,42.98522567749024,47.40407180786133,39.440574645996094,35.90425491333008,80.5999984741211,83.80000305175781,86.9000015258789,85.0999984741211,80.30000305175781,0.0181706342846155,0.0194166041910648,0.0199274569749832,0.0189822688698768,0.0196915045380592,27.243554687500023,27.6342712402344,27.514306640625023,26.986383056640648,28.567926025390648,8.600000381469727,93.20000457763672,17.399999618530273,5.099999904632568,5.0,0.0,0.0,0.375,0.0,0.0,0.8782616853713989,-5.936665058135986,-3.058051586151123,0.4111377000808716,-6.758530139923096,3.5754613876342773,3.36211895942688,0.221667468547821,7.043383598327637,3.886396408081055
1311,10.4,8.21,,26.0,False,3.0,1.0,1312.0,208.59999084472656,995.9400024414062,17.0,0.0,78.69999694824219,25.97854232788086,24.049699783325195,23.166399002075195,24.514009475708008,35.75156784057617,79.20000457763672,76.0,84.0,79.5,84.4000015258789,0.0177051369100809,0.0176490750163793,0.0192706957459449,0.0179643183946609,0.0188317224383354,27.2385192871094,27.790917968750023,27.588647460937523,27.318231201171898,27.169335937500023,3.1000001430511475,2.799999952316284,100.0,5.0,64.30000305175781,0.0,0.0,0.0,0.0,0.0,-1.115664005279541,-5.042441368103027,-3.3962597846984863,-0.906777322292328,-1.0981347560882568,5.155727386474609,3.2984251976013184,4.968312740325928,6.234508991241455,6.792070388793945
